source,pivot_text(de),pivot_text(zh),bt_zh,bt_de
"In 1861, parts of Caldwell County, Burke County, McDowell County, Watauga County, and Yancey County were combined to form Mitchell County.",1861 wurden fünf Countys zu Mitchell County zusammengeschlossen.,"1861年,卡尔德韦尔、伯克、麦克道威尔、瓦陶加和扬西等州部分地区合并组成米切尔县。","In 1861, parts of the states of Cardwell, Burke, McDowell, Vatoaga and Yansi merged into Mitchell County.","In 1861, five counties were merged into Mitchell County."
"The left side derives from the former coat of arms of the district Lüdinghausen, while the right side comes from the old district Coesfeld.",Die linke Seite stammt aus dem alten Wappen in Lüdinghausen. Die rechte Seite aus dem Coesfeld.,"左侧来自Lüdinghausen区军服,右侧来自Coesfeld。",Left from Lüdinghausen District Military Uniform and right from Coesfeld.,The left side comes from the old coat of arms in Lüdinghausen. The right side from the Coesfeld.
"The picturesque city remains an important cultural centre, especially for humanist disciplines.",Humanisten sehen die schöne Stadt als wichtiges Kulturzentrum.,人文主义者认为美丽的城市是一个重要的文化中心。,Humanists consider beautiful cities to be an important cultural centre.,Humanists see the beautiful city as an important cultural centre.
"It is sometimes recommended to combat diarrhea, since it is high in pectin.","Wegen des hohen Pektins wird normalerweise empfohlen, Durchfall zu behandeln.","腹泻有时用于腹泻,因为腹膜高。",Diarrhoea is sometimes used in diarrhoea because of the peritoneal height.,"Because of the high pectin, it is usually recommended to treat diarrhea."
"Originally it was a part of the earldom of Bentheim, before it became independent in 1454.",Es war ein Teil des Adels von Bentheim. Es wurde im Jahre 1454 unabhängig.,"在1454年独立之前,它正式成为本特海姆领地的一部分。","Before independence in 1454, it formally became part of the territory of Bentheim.",It was part of the nobility of Bentheim. It became independent in 1454.
"Between 1911 and 1913, he was employed by his uncle in the office of the Branch coalmines in West Virginia.",Von 1911 bis 1013 arbeitete er für seinen Onkel im Büro der Branch-Kohle.,"1911年至1013年,他在分公司煤矿办公室为叔叔工作。","From 1911 to 1013, he worked for his uncle in the coal mine office of the branch office.",From 1911 to 1013 he worked for his uncle in the Branch Coal Office.
The habitable zone (HZ) in astronomy is a region of space where stellar conditions are favorable for life as it is found on Earth.,"Die bewohnbare Zone ist eine Region des Weltraums in der Astronomie, wo stellare Bedingungen günstig für das Leben sind, wie es auf der Erde gefunden wird.","天文学中的可居住区 是空间的一部分 在那里,生命可以存在 我们地球上的生命。",The habitable area in astronomy is part of space where life can exist on our planet.,"The habitable zone is a space region in astronomy, where stellar conditions are favorable to life as it is found on Earth."
This loose alliance became a margravate under the Bohemian crown in 1378.,Diese Allianz wurde 1378 zu einer böhmischen Markgrafschaft.,这一联盟在1378年的博希米亚统治下成为了马格拉瓦特人。,This alliance became a Magravat under Bohemia in 1378.,This alliance became a Bohemian margraviate in 1378.
"Nevertheless, the Raja has equal status with the other rulers and is one of the electors who designate one of their number as the Yang di-Pertuan Agong every five years.","Allerdings hat der Raja den gleichen Status wie die anderen Herrscher und ist einer der Wähler, die alle fünf Jahre eine ihrer Zahlen als Yang di-Pertuan Agong bezeichnet.","不过,拉贾与其他统治者具有同样的地位,他是每五年挑选一人担任Yang di-Pertuan Agong的选民之一。","However, Raja had the same status as the other rulers, who were one of the voters of Yang di-Pertuan Agong every five years.","However, the Raja has the same status as the other rulers and is one of the voters who every five years referred to one of their numbers as Yang di-Pertuan Agong."
"Suggested etiologies of the name ""Kavirondo"" include From local young warriors, armed with spears, bows, arrows, & clubs, who were observed to sit on their heels, which in Kiswahili is kaa virondo.","Vorgeschlagene Etiologien des Namens ""Kavirondo"" umfassen lokale junge Krieger, bewaffnet mit Speeren, Bogen, Pfeilen und Kreuzen, die bemerkt wurden, auf ihren Fersen sitzen, die in Kiswahili ist kaa virondo.","Kavirondo之所以被称为“Kavirondo”,是因为当地年轻战士手持长矛、弓箭、箭头和俱乐部,","Kavirondo is called “Kavirondo” because young local fighters carry spears, arrows, arrows and clubs.","Proposed etiologies of the name ""Kavirondo"" include local young warriors, armed with spears, bows, arrows and crosses that have been noticed sitting on their heels, which is in Kiswahili kaa virondo."
"One title (""Flying"") is a 1967 composition credited to all four members of the Beatles (Lennon-McCartney-Harrison-Starr).","""Flying"" ist ein 1967 von den Beatles (Lennon-McCartney-Harrison-Starr) produziertes Lied.","""飞""是属于甲壳虫队所有四名成员的","""Fly"" belongs to all four members of the Beatles.","""Flying"" is a 1967 song produced by the Beatles (Lennon-McCartney-Harrison-Starr)."
"Telephone cables ran through the tunnels, down the cliff and under the harbour to batteries on the other side.","Telefonkabel liefen durch die Tunnel, die Klippe hinunter und unter dem Hafen zu Batterien auf der anderen Seite.","电话电缆穿过隧道和悬崖,然后跑到港口下面,在另一侧蓄电池。","The telephone cables went through the tunnels and cliffs, then went under the port and held batteries on the other side.","Telephone cables ran through the tunnels, down the cliff and under the port to batteries on the other side."
"Captain Feathersword Captain Feathersword, ""the friendly pirate"", wears a hat, patch, and puffy shirt and wields a ""feathery saber"".","Captain Feathersword, ""der freundliche Pirat"", trägt einen Hut, Patch, und puffy Hemd und führt ein ""Feathery Säbel"".","费瑟斯克上尉,""友好海盗"" 戴帽子,补丁,穿厚厚的衬衫","Captain Feathersk, ""Friendly Pirates."" Hats, patches, thick shirts.","Captain Feathersword, ""the friendly pirate,"" wears a hat, patch, and puffy shirt and runs a ""Feathery saber""."
Green-shaded teams clinched the remaining ten playoff berths.,Mannschaften in grün spielten zehn Playoff-Schlafplätze.,其余的决赛地点被绿色制服队包围了,The rest of the finals are surrounded by Green Uniforms.,Teams in green played ten playoff places.
"In popular music, a side project is a project undertaken by one or more persons already known for their involvement in another band.","in der populären Musik wird ein Nebenprojekt von einem oder mehreren Leuten übernommen, die bereits in einer anderen Band waren",侧面项目是一名或多名以参与另一波段而闻名的人从事的项目。,Side projects are those carried out by one or more persons known for their involvement in another wave.,in popular music a side project is taken over by one or more people who were already in another band
"In 1967, he became chairman of the SPD fraction in the Landtag, and in 1970 Minister of Science and Education in the cabinet of Minister President Heinz Kühn.",1967 wurde er Vorsitzender der SPD-Fraktion im Landtag. 1970 wurde er Minister für Wissenschaft und Bildung im Kabinett von Ministerpräsident Heinz Kühn.,"1967年,他担任州议院SPD分块主席,1970年担任总统海因茨·库恩内阁部长,科学和教育部长,1970年担任部长内阁主席。","In 1967, he served as Chairman of the SPD section of the State House of Assembly, as Minister of the Cabinet of President Heinz Kuen in 1970, as Minister of Science and Education, and as Chairman of the Cabinet of Ministers in 1970.",In 1967 he became chairman of the SPD Group in the Landtag. In 1970 he became Minister of Science and Education in the cabinet of Prime Minister Heinz Kühn.
The word is derived from 'pahar' meaning mountain.,"Das Wort kommt von ""Pahar"", was Berg bedeutet.","这个词来自""帕哈尔"" 意思是山",It's a word from Pahal. It means mountains.,"The word comes from ""Pahar"", which means mountain."
Its distinctive speckled colouration has given it a common name of Magpie Moth.,Seine gepunktete Farbe hat ihm einen Namen von Magpie Moth gegeben.,它的虚色给了它一个叫Magpie Moth的名字。,It's colored to give it a name called Magpie Moth.,His dotted color gave him a name of Magpie Moth.
"The district is almost entirely French-speaking and is home to a population of 35,175 (end of 2005).","Der Bezirk ist französischsprachig mit 35.175 Menschen, die in ihm leben.","该区几乎完全讲法语,2005年人口为35 175人。","The region is almost entirely French-speaking, with a population of 35,175 in 2005.","The district is French-speaking with 35,175 people living in it."
"Biological classification is a form of scientific taxonomy, but should be distinguished from folk taxonomy, which lacks scientific basis.",Biologische Klassifizierung ist eine Form der wissenschaftlichen Taxonomie. Dies sollte von der Volkstaxonomie unterschieden werden. Volkstaxonomie fehlt wissenschaftliche Grundlage.,"生物分类是一种科学分类学形式,但应该有别于缺乏科学基础的民间分类学。","Bioclassification is a form of scientific taxonomy, but it should be distinguished from folk taxonomy, which lacks a scientific basis.",Biological classification is a form of scientific taxonomy. This should be distinguished from folk taxonomy. Folk taxonomy lacks scientific basis.
"Tributes The Gould League, founded in Australia in 1909, was named after him.","Die Gould League, die 1909 in Australien gegründet wurde, erhielt seinen Namen.","古尔德联盟于1909年在澳大利亚成立,以他命名。",The Gould Union was founded in Australia in 1909 and named after him.,"The Gould League, founded in 1909 in Australia, received its name."
"They are now abolished, although in Northern Ireland their former areas are used as the basis for lieutenancy.","Sie werden jetzt beseitigt, aber in Nordirland werden ihre ehemaligen Gebiete als Basis für die Anwartschaft genutzt.","在北爱尔兰,他们以前的地区被用作替代居住的基础,但现已停止。","In Northern Ireland, their former districts were used as a basis for alternative accommodation, but have now ceased.","They are now being eliminated, but in Northern Ireland their former territories are being used as a basis for eligibility."
"The ""Angels"" name originates from the city that was their original home, Los Angeles.","Der Name ""Angels"" stammt aus der ursprünglichen Heimatstadt Los Angeles.","""天使""是从洛杉矶来的",Angel's from Los Angeles.,"The name ""Angels"" comes from the original home town of Los Angeles."
"Article 166 was meant to control the possession of arms, but it was used to target Armenians by restricting them to possess arms.","Artikel 166 wurde zur Kontrolle des Waffenbesitzes geschaffen, der gegen die Armenier eingesetzt wurde, indem er sie davon abhielt, Waffen zu besitzen.","第166条阻止亚美尼亚人拥有枪支,其目的是控制枪支的所有权。","Article 166 prevents Armenians from owning firearms, the purpose of which is to control ownership of firearms.",Article 166 was created to control the possession of weapons used against the Armenians by preventing them from possessing weapons.
He was a sure tackler and it was next to impossible to fool him on trick maneuvers.,"Es war fast unmöglich, ihn auf Trickmanövern zu täuschen.",他是一个自信的追击者 很难愚弄他,He's a confident chaser. It's hard to fool him.,It was almost impossible to fool him on trick maneuvers.
It peaked at # 3 in the UK singles chart.,Es war #3 auf den Single-Charts.,在英国单人图表上达到3号。,Up to number 3 on the British single-person chart.,It was #3 on the single charts.
"After her grandfather's death in 1850 she was trained to teach, but her refusal to acknowledge Napoleon III prevented her from serving in a state school.","Nach dem Tod ihres Großvaters wurde sie zum Lehren ausgebildet. Sie durfte jedoch nicht an einer staatlichen Schule unterrichten, weil sie Napoleon III. nicht anerkannte.","1850年她祖父去世后,她接受了教书的培训,然而,她拒绝承认拿破仑三世,使她无法在公立学校教书。","After her grandfather's death in 1850, she was trained to teach; however, she refused to admit Napoleon III, preventing her from teaching in public schools.","After her grandfather's death, she was trained to teach, but she was not allowed to teach at a state school because she did not recognize Napoleon III."
"Edmontonia was an armoured dinosaur, a part of the nodosaur family from the Late Cretaceous Period.",Edmontonia war ein Dinosaurier mit Rüstung der Familie der Nodosaurier.,"Edmontonia是一只装甲恐龙,是最近白鲸时代的诺多萨家族的一部分。","Edmontonia is an armoured dinosaur, part of the recent Nordosa family of the beluga age.",Edmontonia was a dinosaur of the Nodosaurier family.
"Boulogne-Billancourt (often colloquially called simply Boulogne) is a commune in the western suburbs of Paris, France.",Boulogne-Billancourt ist eine französische Gemeinde mit Einwohnern (Stand ) im Westen von Paris.,Boulogne-Billangourt是巴黎西部的一个乡镇。,Boulogne-Billangourt is a commune in western Paris.,Boulogne-Billancourt is a commune in the Paris department in north-western France.
"With a population of c. 86,000, the Kolding municipality is the seventh largest in Denmark.",Kolding ist die siebentgrößte Stadt Dänemarks mit 86 000 Einwohnern.,"科尔丁市是丹麦第七大市,人口约为86 000人。","The city of Koldin is the seventh largest city in Denmark, with a population of about 86,000.",Kolding is the seventh largest city in Denmark with 86 000 inhabitants.
"Brig is an administrative district in the canton of Valais, Switzerland.",Brig ist ein Bezirk im Kanton Wallis in der Schweiz.,"Brig是一个行政区,位于瑞士瓦莱。","Brig is an administrative district located in Valle, Switzerland.",Brig is a district in the canton of Valais in Switzerland.
"Gasoline, coal, natural gas, diesel, and other commodities derived from fossil fuels are non-renewable.",Fossile Brennstoffe sind nicht erneuerbar.,一些不可再生的化石燃料是汽油、煤炭、天然气和柴油。,"Some non-renewable fossil fuels are gasoline, coal, natural gas and diesel fuel.",Fossil fuels are not renewable.
"Later in life, she corresponded with Gustave Flaubert.",In späteren Jahren sprach sie mit Gustave Flaubertlate.,她写信给古斯塔夫·弗劳伯特 后来的生活。,She wrote a letter to Gustav Flaubert later in her life.,In later years she spoke with Gustave Flaubertlate.
Horgen is an administrative district of the Swiss canton of Zürich.,Horgen ist ein Verwaltungsbezirk im Kanton Zürich in der Schweiz.,"贺根是一个行政区,位于瑞士苏黎世州苏黎世州。","Hegen is an administrative district located in Zurich, Canton of Zurich, Switzerland.",Horgen is an administrative district in the canton of Zurich in Switzerland.
"The majority of his anger is generated in endless battles with Vyvyan, which he invariably loses.",Die meisten seiner Wut entsteht in endlosen Kämpfen mit Vyvyan. Er verliert immer.,他大部分的愤怒来自与薇薇安的无休止的战斗 他总是输掉这场战斗,"Most of his anger comes from the endless battle with Vivian, who always loses the battle.",Most of his anger arises in endless fights with Vyvyan. He always loses.
Jardin Place Jean Bayol is a large plaza which contains a statue of the first King of Porto-Novo.,Jardin Place Jean Bayol ist ein großer Platz mit einer Statue des ersten Königs von Porto-Novo.,"Jardin Place Jean Bayol是一个广场,有波多诺伏第一任国王的雕像。",Jardin Place Jean Bayol is a square with statues of the first King of Porto-Novo.,Jardin Place Jean Bayol is a large square with a statue of the first king of Porto-Novo.
"He discovered a number of asteroids, including notably the Trojan asteroids 617 Patroclus and 624 Hektor.",Er entdeckte eine Reihe von Asteroiden. Dazu gehören die Trojanischen Asteroiden 617 Patroclus und 624 Hektor.,"他发现了一些小行星,其中一些小行星是617个Patroclus和624个Hektor。","He discovered a number of asteroids, some of which were 617 Patroclus and 624 Hektor.","He discovered a number of asteroids, including the Trojan asteroids 617 Patroclus and 624 Hektor."
"The Royal Library of Turin is a World Heritage Site in Turin, Italy.",Die Turiner Königliche Bibliothek ist ein Weltkulturerbe in Italien.,"都灵皇家图书馆是世界遗产所在地,位于意大利都灵。","The Royal Library of Turin is a World Heritage site located in Turin, Italy.",The Royal Library of Turin is a World Heritage Site in Italy.
"The armies of the East India Company were recruited primarily from Muslims in the Bengal Presidency, which consisted of Bengal, Bihar and Uttar Pradesh, and high caste Hindus recruited primarily from the rural plains of Oudh.",Die Armeen der Ostindien-Kompanie wurden hauptsächlich von Muslimen in der bengalischen Präsidentschaft und hohen Kaste Hindus aus Oudhs Land rekrutiert.,"穆斯林招募了东印度公司军队,在孟加拉总统执政期间,包括孟加拉邦、比哈尔邦和北方邦,他们还招募了高级印度教徒。","Muslims recruited the East India Company army, and during the presidency of Bangladesh, including Bangladesh, Bihar and Uttar Pradesh, they also recruited high-ranking Hindus.",The armies of the East India Company were mainly recruited by Muslims in the Bengali presidency and high caste Hindus from Oudh's country.
"While at the Cowles Foundation, his research focused mainly on neo-classical growth theory, following the seminal work of Solow.",Während seiner Zeit bei der Cowles Foundation konzentrierte er sich hauptsächlich auf neoklassische Wachstumstheorie.,他的研究是关于新古典增长理论的,His research is about neoclassical growth theory.,"During his time at the Cowles Foundation, he focused mainly on neoclassical growth theory."
"On 20 February 2007, Encyclopædia Britannica, Inc. announced that it was working with mobile phone search company AskMeNow to launch a mobile encyclopedia.","Am 20.02.2007 sagte Encyclopedia Britannica, Inc., dass es mit dem Suchunternehmen AskMeNow zusammenarbeitete, um eine mobile Encyclopedia zu starten.",《百科全书》和《AskMeNow》宣布联合努力发行一部移动百科全书。,The Encyclopaedia and AskMenow announced a joint effort to issue a mobile encyclopedia.,"On February 20, 2007, Encyclopedia Britannica, Inc., said it was working with the search company AskMeNow to launch a mobile Encyclopedia."
"A regiment is a military unit, composed of variable numbers of battalions, commanded by a Colonel.","Ein Regiment ist eine militärische Einheit, die aus Bataillonen besteht, die von einer Kolonie kommandiert werden.","团是一个军事单位,由各营的不同人数组成,由上校指挥。",The regiment is a military unit composed of different numbers of battalions under the command of the Colonel.,A regiment is a military unit made up of battalions commanded by a colony.
Most Requests for adminship run for seven days after being transcluded onto the main RfA page.,"Die meisten Admin Requests laufen sieben Tage, nachdem sie auf die RfA-Hauptseite übertragen wurden.","大部分行政申请都持续7天,在被传送到RfA主页后开始。",The majority of administrative applications lasted seven days and started after being transmitted to the RfA home page.,Most admin requests run seven days after being transferred to the RfA main page.
References External links Lark Rise to Candleford at bbc.,Externe Quellen Lark Rise to Candleford at bbc.,参考资料:外部链接:Lark Rise to Candleford at bbc。,References: External link: Lark Reese to Candleford at bbc.,External sources Lark Rise to Candleford at bbc.
"Aang has appeared in other media, such as trading cards, video games, T-shirts, and web comics.","Aang ist in anderen Medien erschienen, darunter Handelskarten, Videospiele, T-Shirts und Web-Comics.","Aang在其他媒体上出现,包括交易卡、电子游戏、T恤衫和网络漫画。","Aang appeared in other media, including trading cards, video games, T-shirts and web comics.","Aang has appeared in other media, including trading cards, video games, T-shirts and web comics."
"Film director Richard Linklater discusses this novel in his film Waking Life, which begins with a scene reminiscent of another Dick novel, Time Out of Joint.","Regisseur Richard Linklater diskutiert diesen Roman in seinem Film Waking Life. Der Film beginnt mit einer Szene, die an einen anderen Dick-Roman, Time Out of Joint, erinnert.","电影导演理查德·林克莱特在他的电影《唤醒生命》中谈论了这部小说。这部电影始于一个场景,它引人想起另一个迪克小说,即《走出共同时光》。","The film director, Richard Limclright, talked about the novel in his film ""Awake Life."" The film began with a scene that reminded people of another Dick's novel, ""Get Out of Common Time.""","Director Richard Linklater discusses this novel in his film Waking Life. The film begins with a scene reminiscent of another Dick novel, Time Out of Joint."
"Under the order, about 200 buses are available in San Antonio and Houston to help in evacuations.","Etwa 200 Busse sind in San Antonio und Houston verfügbar, um bei Evakuierungen zu helfen.","圣安东尼奥和休斯顿有200辆公共汽车,可以帮助疏散。",St. Antonio and Houston have 200 buses to help evacuate.,About 200 buses are available in San Antonio and Houston to help with evacuations.
"Kevin Michael Costner (born January 18, 1955) is an American actor, musician, producer, and director.","Kevin Costner ist ein US-amerikanischer Schauspieler, Musiker, Produzent und Regisseur.",Kevin Michael Costner生于1955年1月18日 他是美国演员 音乐家 制片人 导演,"Kevin Michael Costner was born January 18, 1955.","Kevin Costner is an American actor, musician, producer and director."
"A conflict ensues, and when Clara helps the Nutcracker throwing her shoe at the Mouse King, the Nutcracker seizes his opportunity and stabs him.","Als Clara dem Nussknacker hilft, ihren Schuh auf den Mauskönig zu werfen, ergreift der Nussknacker seine Gelegenheit und ersticht ihn.",当克拉拉帮助胡桃人向老鼠王扔鞋时 胡桃人抓住机会刺杀他,"When Clara helped the walnuts throw their shoes at the King of Rats, the walnuts seized the opportunity to kill him.","When Clara helps the nutcracker throw her shoe on the mouse king, the nutcracker seizes his opportunity and stabs him."
"Fontane's first published work, the novella Geschwisterliebe (or ""Sibling Love""), appeared in the Berlin Figaro in December 1839.",Fontanes Kurzbuch Geschwisterliebe wurde 1839 im Berliner Figaro veröffentlicht.,Fontane的第一部小说《Geschwisterliebe》 出现在1839年12月的柏林费加罗,"Fontane's first novel, Geschwisterliebe, appeared in Figaro, Berlin, December 1839.","Fontane's short book Geschwisterliebe was published in 1839 in Figaro, Berlin."
Werner Heisenberg (5 December 1901 – 1 February 1976) was a German theoretical physicist who made foundational contributions to quantum mechanics and is best known for asserting the uncertainty principle of quantum theory.,"Werner Heisenberg (5. Dezember 1901 – 1. Februar 1976) war ein deutscher theoretischer Physiker, der grundlegende Beiträge zur Quantenmechanik leistete.","Werner Heisenberg生于1901年12月5日,1976年2月1日死亡,是理论物理学家和量子力学创始人,以量子理论的不确定性原则闻名。","Werner Heisenberg, born on 5 December 1901 and deceased on 1 February 1976, was a theoretical physicist and founder of quantum mechanics and is known for the principle of uncertainty in quantum theory.",Werner Heisenberg (5 December 1901 – 1 February 1976) was a German theoretical physicist who made fundamental contributions to quantum mechanics.
It is the heart of all commercial activities in the country.,Es ist das Herz der Aktivitäten im Land.,它是该国所有商业活动的中心。,It is the centre of all commercial activities in the country.,It is the heart of activities in the country.
"Two and a Half Men is an American television sitcom, which premiered on CBS on Monday, September 22, 2003.","Amerikanische Sitcom Zweieinhalb Männer starteten am Montag, 22. September 2003",两位半男子是美国喜剧演员 CBS首次在2003年播出,Two and a half men are American comedians. The CBS was broadcast for the first time in 2003.,"American Sitcom Two and a half men started on Monday, September 22, 2003"
"TDL Group announced in March 2006, in response to a request by Chief of the Defence Staff, General Rick Hillier, its commitment to open a franchised location at the Canadian Forces operations base in Kandahar, Afghanistan.","Als Reaktion auf die Anfragen von Chief of Defence Staff und General Hillier, TDL Group zeigt sich verpflichtet, ein Franchise bei der Canadian Forces Basis in Kandahar zu eröffnen.","TDL集团于2006年3月宣布,它计划在阿富汗坎大哈的加拿大部队行动基地开设一个特许地点。","The TDL Group announced in March 2006 its intention to open a concession site at the Canadian Forces operating base in Kandahar, Afghanistan.","In response to requests from Chief of Defence Staff and General Hillier, TDL Group is committed to opening a franchise at the Canadian Forces base in Kandahar."
"Pethidine is also relatively contraindicated for use when a patient is suffering from liver, or kidney disease, has a history of seizures or epilepsy, has an enlarged prostate or urinary retention problems, or suffers from hypothyroidism, asthma, or Addison's disease.","Es wird auch nicht empfohlen, wenn ein Patient eine Anfälle oder Epilepsie in der Anamnese hat, eine vergrößerte Prostata- oder Harnretentionsprobleme hat oder an Hypothyreose, Asthma oder der Addison-Krankheit leidet.","当病人患有肝病或肾病、癫痫或癫痫病史、前列腺或尿道保留问题加剧、或患有甲状腺机能不足、哮喘或阿迪森病时,也禁止使用非食用。","Non-food use is also prohibited when the patient suffers from liver or kidney disease, history of epilepsy or epilepsy, increased prostate or urinary retention problems, or is suffering from thyroid deficiency, asthma or Addison.","It is also not recommended if a patient has a history of seizures or epilepsy, has increased prostate or urinary retention problems, or suffers from hypothyroidism, asthma or Addison disease."
"When wells are lost to pollution, there is no town water which can be brought in because the town government has no wells of its own.","Wenn Brunnen verschmutzt sind, kann die Regierung kein Wasser mitbringen, weil sie keinen eigenen Brunnen haben.","当水井因污染而流失时,没有城镇水可以运进。 市政府没有自己的水井。 水井是水井。 水井是水井,水井是水井。 水井是水井,水井是水井。 水井是水井,水井是水井。 水井是水井,水井是水井。 水井是水井,水井是水井,水井是水井。",Wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells; wells are wells.,"When wells are polluted, the government can't bring water because they don't have their own well."
"Cherryade was first produced in the 19th century, along with other beverages such as limeade and ginger beer, which had come about due to the popularity of lemonade.","Cherryade wurde erstmals im 19. Jahrhundert hergestellt, mit anderen Getränken wie Limonade und Ingwerbier. Sie wurden wegen der Beliebtheit der Limonade hergestellt.","我十九世纪 柠檬水的流行 导致了其他饮料的引进, 如石灰、姜啤酒和樱桃。","My nineteenth-century lemonade pop led to the introduction of other drinks, such as lime, ginger beer and cherries.","Cherryade was first produced in the 19th century, with other drinks such as lemonade and ginger beer. They were made because of the popularity of lemonade."
"In 1998, he performed opposite Uma Thurman in the off-Broadway production of Le Misanthrope.",1998 trat er mit Uma Thurman in Le Misanthrope auf.,他在Uma Thurman对面表演了《Misorge》的离公路生产。,He performed off-road production of Misorge opposite Uma Thurman.,In 1998 he appeared with Uma Thurman in Le Misanthrope.
"Andrew ""Andy"" Murray (born 15 May 1987) is a Scottish professional tennis player.",Mai 1987) ist ein schottischer Tennisspieler.,"Andrew ""Andy"" Murray 1987年5月15日出生 他是苏格兰职业网球运动员","Andrew ""Andy"" Murray, born on May 15, 1987.",==References====External links==* Official website
"In the early 1920s Honegger shot to fame with his ""dramatic psalm"" Le Roi David (""King David""), which is still in the choral repertoire.","Anfang der 1920er Jahre wurde Honegger mit seinem „dramatischen Psalm"" Le Roi David („König David"") berühmt, der noch im Chorrepertoire steht.","在1920年代初,霍内格以《Le Roi David》为名,合唱团仍在唱。","In the early 1920s, the choir was still singing in the name of Le Roi David.","In the early 1920s, Honegger became famous with his ""dramatic psalm "" Le Roi David (""King David"") which is still in the choral repertoire."
"Will & Grace became a ratings success, and Messing gained renown.",Will & Grace wurde zu einem Rating-Erfolg. Messing erlangte Ruhm.,"Will & Grace的评分很高,",Will & Grace's scores are very high.,Will & Grace became a rating success. Brass gained fame.
"22 Kalliope (,) is a large main belt asteroid of the M-type, discovered by J. R. Hind on November 16, 1852.","(22) Kalliope ist ein Asteroid des M-Typs, der am Hauptgürtel liegt.","1852年11月16日,J.R. Hind发现了22个Kalliope,一个大型M型主带小行星。","On 16 November 1852, J.R. Hind discovered 22 Kalliope, an asteroid with a large M-type main belt.",(22) Kalliope is a main-belt asteroid of the M-type.
The first fifteen asteroids to be discovered were given symbols by astronomers as a type of short-hand notation.,"Die ersten fünfzehn entdeckten Asteroiden wurden von Astronomen mit Symbolen versehen, die als Kurzschrift verwendet wurden.",天文学家将最初发现的15个小行星符号作为缩略名称。,Astronomers use the original discovery of 15 asteroid symbols as abbreviated names.,"The first fifteen asteroids discovered were marked with symbols by astronomers, which were used as shorthands."
"Her parents moved from Gomel, Belarus after the Chernobyl nuclear accident in 1986 affected the region.","1986 ereignete sich der Atomunfall von Tschernobyl. Gomel, Weißrussland war von einem Atomunfall von Tschernobyl betroffen.","在1986年切尔诺贝利核事故之后,她的父母从白俄罗斯的戈梅利搬来,影响该地区。","After the 1986 Chernobyl nuclear accident, her parents moved from Gomel, Belarus, affecting the region.","In 1986 the Chernobyl nuclear accident occurred. Gomel, Belarus was affected by a Chernobyl nuclear accident."
Extinction Non-avian dinosaurs suddenly became extinct approximately 65 million years ago.,Einige der Dinosaurier waren nicht mit Vögeln verwandt. Diese Dinosaurier wurden vor fast 65 Millionen Jahren plötzlich ausgestorben.,无机恐龙在6500万年前突然死亡,Inorganic dinosaurs suddenly died 65 million years ago.,Some of the dinosaurs were not related to birds. These dinosaurs were suddenly extinct almost 65 million years ago.
"One of these, Zadok the Priest, has been played at every British coronation ceremony since.",Einer davon ist Zadok der Priester. Seitdem wird er bei jeder britischen Krönung gespielt.,自那以后 牧师扎多克 在每个英国的加冕仪式上 都被演唱过,"Since then, Reverend Zardock has been singing at every English coronation.",One of them is Zadok the priest. Since then he has been played at every British coronation.
"The main protagonist, Nausicaä, is a charismatic young princess of the peaceful Valley of the Wind.",Die Hauptheldin ist Nausicaä. Sie ist eine lebendige junge Prinzessin des friedlichen Tals des Windes.,主要主角Nausicaä是风谷的魅力小公主。,"The main protagonist, Nausicaä, is Wind Valley's charming little princess.",The main hero is Nausicaä. She is a lively young princess of the peaceful valley of the wind.
"Despite their similarity to members of the genus Mus, scientists suspect that the African spiny mice may be more closely related to gerbils than to common mice.","Wissenschaftler glauben, dass die afrikanischen spiny Mäuse mehr mit Gerbils als mit gewöhnlichen Mäusen verwandt sind.","科学家们认为,非洲脊椎小鼠更多地与小鼠有关,而不是与普通小鼠有关。",Scientists believe that African vertebrae mice are more associated with mice than with common mice.,Scientists believe that the African spiny mice are more related to Gerbils than to ordinary mice.
Trohman was a poor fit for the band in terms of familiarity with the music and in terms of stage presence.,Trohman war weder für die Band geeignet noch mit Musik und Bühnenpräsenz vertraut.,Trohman在音乐熟悉和舞台存在方面对乐队不好。,Trohman's bad for bands in terms of music familiarity and stage presence.,Trohman was neither suitable for the band nor familiar with music and stage presence.
"Koop was a somewhat eccentric and flamboyant figure, well-known for his mustache-less beard and colorful bow ties.","Koop war eine seltsame und auffällige Figur, die für seinen Bart und seine Schleifen bekannt war.","Koop是一个有点偏心和古怪的人物,他以他的胡子和多彩的弓领带而闻名。",Koop is a slightly biased and strange person known for his beard and colourful bow and tie.,Koop was a strange and eye-catching figure known for his beard and his bows.
"It is the third-largest subdivision of China spanning about 1,200,000 km ² (463,000 sq mi) or 12% of China's land area.",Es ist die drittgrößte Unterteilung von China. Es umfasst etwa 1.200.000 km 2 (463.000 sq mi) oder 12% der chinesischen Landfläche.,这是中国第三大地区 面积463000平方公里 占其陆地面积的12%,"This is the third largest area in China, with an area of 463,000 square kilometres, accounting for 12 per cent of its land area.","It is the third largest subdivision of China. It covers about 1,200,000 km 2 (463,000 sq mi) or 12% of China's land area."
